,year,country,mean_hi,count_hi,mean_strg,count_strg,pol_count,co2_tot,co2_per_cap,co2_cum,co2_share
236,1752,Egypt,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
237,1752,El Salvador,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
238,1752,Equatorial Guinea,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
239,1752,Eritrea,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
240,1752,Estonia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
241,1752,Ethiopia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
242,1752,Fiji,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
243,1752,Finland,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
244,1752,France,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
245,1752,Gabon,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
246,1752,Gambia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
247,1752,Georgia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
248,1752,Germany,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
249,1752,Ghana,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
250,1752,Greece,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
251,1752,Grenada,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
252,1752,Guatemala,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
253,1752,Guinea,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
254,1752,Guinea-Bissau,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
255,1752,Guyana,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
256,1752,Haiti,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
257,1752,Honduras,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
258,1752,Hungary,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
259,1752,Iceland,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
260,1752,India,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
261,1752,Indonesia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
262,1752,Iran,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
263,1752,Iraq,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
264,1752,Ireland,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
265,1752,Israel,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
266,1752,Italy,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
267,1752,Jamaica,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
268,1752,Japan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
269,1752,Jordan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
270,1752,Kazakhstan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
271,1752,Kenya,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
272,1752,Kiribati,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
273,1752,Kuwait,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
274,1752,Kyrgyz Republic,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
275,1752,Lao,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
276,1752,Latvia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
277,1752,Lebanon,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
278,1752,Lesotho,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
279,1752,Liberia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
280,1752,Libya,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
281,1752,Liechtenstein,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
282,1752,Lithuania,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
283,1752,Luxembourg,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
284,1752,Madagascar,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
285,1752,Malawi,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
286,1752,Malaysia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
287,1752,Maldives,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
288,1752,Mali,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
289,1752,Malta,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
290,1752,Marshall Islands,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
291,1752,Mauritania,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
292,1752,Mauritius,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
293,1752,Mexico,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
294,1752,"Micronesia, Fed. Sts.",0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
295,1752,Moldova,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
296,1752,Mongolia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
297,1752,Montenegro,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
298,1752,Morocco,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
299,1752,Mozambique,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
300,1752,Myanmar,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
301,1752,Namibia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
302,1752,Nauru,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
303,1752,Nepal,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
304,1752,Netherlands,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
305,1752,New Zealand,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
306,1752,Nicaragua,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
307,1752,Niger,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
308,1752,Nigeria,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
309,1752,North Korea,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
310,1752,North Macedonia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
311,1752,Norway,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
312,1752,Oman,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
313,1752,Pakistan,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
314,1752,Palau,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
315,1752,Panama,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
316,1752,Papua New Guinea,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
317,1752,Paraguay,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
318,1752,Peru,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
319,1752,Philippines,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
320,1752,Poland,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
321,1752,Portugal,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
322,1752,Qatar,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
323,1752,Romania,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
324,1752,Russia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
325,1752,Rwanda,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
326,1752,Samoa,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
327,1752,Sao Tome and Principe,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
328,1752,Saudi Arabia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
329,1752,Senegal,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
330,1752,Serbia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
331,1752,Seychelles,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
332,1752,Sierra Leone,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
333,1752,Singapore,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
334,1752,Slovak Republic,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
335,1752,Slovenia,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
336,1752,Solomon Islands,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
